__source_name,__source_id,city_raw
extracted_desc_adzuna_datajobs_2025.csv,5821,Pinkenba
extracted_desc_adzuna_datajobs_2025.csv,5824,Pialligo
extracted_desc_adzuna_datajobs_2025.csv,5831,City
extracted_desc_adzuna_datajobs_2025.csv,5836,South Australia
extracted_desc_adzuna_datajobs_2025.csv,5853,Ipswich Region
extracted_desc_adzuna_datajobs_2025.csv,5855,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5858,Wollongong Area
extracted_desc_adzuna_datajobs_2025.csv,5859,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5860,Mona Mona
extracted_desc_adzuna_datajobs_2025.csv,5867,Adelaide Airport
extracted_desc_adzuna_datajobs_2025.csv,5908,Hobart Region
extracted_desc_adzuna_datajobs_2025.csv,5909,Ballarat Region
extracted_desc_adzuna_datajobs_2025.csv,5910,Bendigo Region
